project_id,mp_name,state,constituency,work_category,implementing_agency,cost_estimate,sanctioned_amount,actual_expenditure,payment_count,start_date,expected_completion,actual_completion,status,has_tender_on_file,has_mp_recommendation,is_anomaly,anomaly_type,cost_deviation_ratio,expenditure_utilization,delay_days,district_cost_zscore
MPLADS-02073,Putta Mahesh Kumar,Andhra Pradesh,ELURU,Other Public Facilities,State Rural Dev Agency,502000,565000,0,0,30-12-2024,31-03-2025,,Not Started,TRUE,TRUE,FALSE,,1.13,0,62,1.44
MPLADS-02074,Putta Mahesh Kumar,Andhra Pradesh,ELURU,Drinking Water Facility,Gram Panchayat,296000,507000,288800,2,13-09-2024,11-02-2025,28-02-2025,Completed,FALSE,TRUE,TRUE,no_tender_high_value,1.71,0.57,17,0.45
MPLADS-02075,Putta Mahesh Kumar,Andhra Pradesh,ELURU,"Railways, Roads, Pathways & Bridges",State Rural Dev Agency,384000,383000,0,0,10-04-2023,06-04-2024,,Not Started,TRUE,TRUE,FALSE,,1,0,421,-0.61
MPLADS-02076,Putta Mahesh Kumar,Andhra Pradesh,ELURU,Sanitation & Public Health,Municipal Corporation,572000,628000,203700,1,31-03-2023,28-03-2024,,In Progress,TRUE,TRUE,FALSE,,1.1,0.32,430,0.97
MPLADS-02077,R.K. CHAUDHARY,Uttar Pradesh,MOHANLALGANJ(SC),Others,District PWD,337000,321000,277800,2,15-06-2023,07-05-2024,20-05-2024,Completed,TRUE,TRUE,FALSE,,0.95,0.87,13,-0.47
MPLADS-02078,R.K. CHAUDHARY,Uttar Pradesh,MOHANLALGANJ(SC),Other Public Facilities,Municipal Corporation,366000,365000,300000,3,03-07-2023,31-10-2023,,In Progress,TRUE,TRUE,FALSE,,1,0.82,579,-0.12
MPLADS-02079,R.K. CHAUDHARY,Uttar Pradesh,MOHANLALGANJ(SC),"Railways, Roads, Pathways & Bridges",State Rural Dev Agency,431000,427000,344300,3,28-03-2024,18-12-2024,,In Progress,TRUE,TRUE,FALSE,,0.99,0.81,165,0.5
MPLADS-02080,R.K. CHAUDHARY,Uttar Pradesh,MOHANLALGANJ(SC),Sanitation & Public Health,State Rural Dev Agency,375000,409000,355500,2,14-05-2024,31-03-2025,10-05-2025,Completed,TRUE,TRUE,FALSE,,1.09,0.87,40,1.33
MPLADS-02081,R.K. CHAUDHARY,Uttar Pradesh,MOHANLALGANJ(SC),Others,Municipal Corporation,332000,301000,250300,1,27-11-2024,04-06-2025,26-05-2025,Completed,TRUE,FALSE,TRUE,no_mp_recommendation,0.91,0.83,-9,-0.73
MPLADS-02082,R.K. CHAUDHARY,Uttar Pradesh,MOHANLALGANJ(SC),Other Public Facilities,Cooperative Society,248000,236000,193100,2,18-01-2024,12-05-2024,28-04-2024,Completed,TRUE,TRUE,FALSE,,0.95,0.82,-14,-0.86
MPLADS-02083,R.K. CHAUDHARY,Uttar Pradesh,MOHANLALGANJ(SC),Other Public Facilities,Zila Parishad,454000,508000,252400,1,13-02-2023,09-01-2024,,In Progress,TRUE,TRUE,FALSE,,1.12,0.5,509,0.7
MPLADS-02084,R.K. CHAUDHARY,Uttar Pradesh,MOHANLALGANJ(SC),Other Public Facilities,Municipal Corporation,247000,257000,0,0,17-12-2024,24-05-2025,,Not Started,FALSE,TRUE,FALSE,,1.04,0,8,-0.74
MPLADS-02085,RABINDRA NARAYAN BEHERA,Odisha,JAJPUR(SC),Drinking Water Facility,Gram Panchayat,305000,324000,263000,1,20-01-2024,01-05-2024,24-05-2024,Completed,TRUE,TRUE,FALSE,,1.06,0.81,23,1.34
MPLADS-02086,RABINDRA NARAYAN BEHERA,Odisha,JAJPUR(SC),Other Public Facilities,State Rural Dev Agency,219000,223000,42400,0,18-04-2024,21-02-2025,,In Progress,TRUE,TRUE,FALSE,,1.02,0.19,100,-0.59
MPLADS-02087,RABINDRA NARAYAN BEHERA,Odisha,JAJPUR(SC),Others,Gram Panchayat,301000,337000,277600,2,21-04-2024,03-04-2025,10-04-2025,Completed,TRUE,TRUE,FALSE,,1.12,0.82,7,0.47
MPLADS-02088,RABINDRA NARAYAN BEHERA,Odisha,JAJPUR(SC),"Railways, Roads, Pathways & Bridges",State Rural Dev Agency,301000,322000,322000,4,19-03-2024,20-08-2024,30-08-2024,Completed,TRUE,TRUE,FALSE,,1.07,1,10,0.38
MPLADS-02089,RABINDRA NARAYAN BEHERA,Odisha,JAJPUR(SC),Education,Gram Panchayat,314000,317000,281900,4,12-05-2024,03-03-2025,26-04-2025,Completed,TRUE,TRUE,FALSE,,1.01,0.89,54,0.41
MPLADS-02090,RABINDRA NARAYAN BEHERA,Odisha,JAJPUR(SC),"Railways, Roads, Pathways & Bridges",Zila Parishad,199000,203000,96100,1,09-02-2023,05-09-2023,,In Progress,TRUE,TRUE,FALSE,,1.02,0.47,635,-0.56
MPLADS-02091,RABINDRA NARAYAN BEHERA,Odisha,JAJPUR(SC),Education,District PWD,196000,220000,92800,1,24-11-2023,13-11-2024,,In Progress,TRUE,TRUE,FALSE,,1.12,0.42,200,-0.47
MPLADS-02092,RABINDRA NARAYAN BEHERA,Odisha,JAJPUR(SC),"Railways, Roads, Pathways & Bridges",Zila Parishad,294000,316000,0,0,06-01-2024,11-07-2024,,Not Started,TRUE,TRUE,FALSE,,1.07,0,325,0.33
MPLADS-02093,RABINDRA NARAYAN BEHERA,Odisha,JAJPUR(SC),Others,Cooperative Society,256000,267000,14200,0,24-01-2023,14-07-2023,,Stalled,TRUE,TRUE,FALSE,,1.04,0.05,688,-0.24
MPLADS-02094,RABINDRA NARAYAN BEHERA,Odisha,JAJPUR(SC),"Railways, Roads, Pathways & Bridges",Municipal Corporation,206000,196000,186600,3,30-06-2023,24-02-2024,23-03-2024,Completed,TRUE,TRUE,FALSE,,0.95,0.95,28,-0.61
MPLADS-02095,RABINDRA NARAYAN BEHERA,Odisha,JAJPUR(SC),Education,Municipal Corporation,234000,259000,101800,1,30-12-2024,07-08-2025,,In Progress,TRUE,TRUE,FALSE,,1.11,0.39,0,-0.12
MPLADS-02096,RABINDRA NARAYAN BEHERA,Odisha,JAJPUR(SC),"Railways, Roads, Pathways & Bridges",Municipal Corporation,272000,303000,0,0,08-07-2023,21-06-2024,,Not Started,TRUE,TRUE,FALSE,,1.11,0,345,0.23
MPLADS-02097,RABINDRA NARAYAN BEHERA,Odisha,JAJPUR(SC),"Railways, Roads, Pathways & Bridges",Gram Panchayat,259000,262000,226100,3,01-11-2023,03-07-2024,26-06-2024,Completed,TRUE,TRUE,FALSE,,1.01,0.86,-7,-0.09
MPLADS-02098,RABINDRA NARAYAN BEHERA,Odisha,JAJPUR(SC),Others,Municipal Corporation,239000,232000,52400,1,02-07-2024,07-11-2024,,In Progress,TRUE,FALSE,TRUE,no_mp_recommendation,0.97,0.23,206,-0.6
MPLADS-02099,RACHNA BANERJEE,West Bengal,HOOGHLY,"Railways, Roads, Pathways & Bridges",State Rural Dev Agency,708000,773000,595500,3,10-12-2024,10-10-2025,,In Progress,TRUE,TRUE,FALSE,,1.09,0.77,0,0.33
MPLADS-02100,RACHNA BANERJEE,West Bengal,HOOGHLY,"Railways, Roads, Pathways & Bridges",Municipal Corporation,857000,985000,886900,2,23-07-2023,10-11-2023,03-01-2024,Completed,TRUE,TRUE,FALSE,,1.15,0.9,54,1.13
MPLADS-02101,RACHNA BANERJEE,West Bengal,HOOGHLY,Others,Cooperative Society,478000,490000,92500,0,11-11-2024,06-06-2025,,Stalled,TRUE,TRUE,FALSE,,1.03,0.19,0,-1.28
MPLADS-02102,RACHNA BANERJEE,West Bengal,HOOGHLY,Other Public Facilities,Gram Panchayat,490000,529000,439900,2,21-11-2023,14-11-2024,28-12-2024,Completed,TRUE,TRUE,FALSE,,1.08,0.83,44,-0.52
MPLADS-02103,RACHNA BANERJEE,West Bengal,HOOGHLY,Sanitation & Public Health,State Rural Dev Agency,453000,515000,462100,2,21-11-2023,29-03-2024,20-05-2024,Completed,TRUE,TRUE,FALSE,,1.14,0.9,52,-1.29
MPLADS-02104,RACHNA BANERJEE,West Bengal,HOOGHLY,Other Public Facilities,Cooperative Society,500000,455000,181300,1,04-01-2023,18-10-2023,,Stalled,TRUE,TRUE,FALSE,,0.91,0.4,592,-0.81
MPLADS-02105,RACHNA BANERJEE,West Bengal,HOOGHLY,"Railways, Roads, Pathways & Bridges",Cooperative Society,838000,849000,383800,1,05-04-2024,21-01-2025,,In Progress,TRUE,TRUE,FALSE,,1.01,0.45,131,0.62
MPLADS-02106,RACHNA BANERJEE,West Bengal,HOOGHLY,Other Public Facilities,Gram Panchayat,565000,537000,499300,3,12-07-2023,07-03-2024,22-03-2024,Completed,TRUE,TRUE,FALSE,,0.95,0.93,15,-0.49
MPLADS-02107,Radha Mohan Singh,Bihar,PURVI CHAMPARAN,"Railways, Roads, Pathways & Bridges",State Rural Dev Agency,438000,503000,402000,1,10-08-2023,28-05-2024,15-05-2024,Completed,TRUE,TRUE,FALSE,,1.15,0.8,-13,-0.56
MPLADS-02108,Radha Mohan Singh,Bihar,PURVI CHAMPARAN,Other Public Facilities,Municipal Corporation,600000,658000,577500,4,15-01-2023,24-12-2023,20-01-2024,Completed,TRUE,TRUE,FALSE,,1.1,0.88,27,-0.04
MPLADS-02109,Radha Mohan Singh,Bihar,PURVI CHAMPARAN,Other Public Facilities,Gram Panchayat,701000,690000,0,0,29-05-2024,09-12-2024,,Not Started,TRUE,TRUE,FALSE,,0.98,0,174,0.11
MPLADS-02110,RADHAKRISHNA,Karnataka,GULBARGA(SC),Other Public Facilities,State Rural Dev Agency,545000,598000,489900,2,28-02-2024,05-01-2025,22-01-2025,Completed,TRUE,TRUE,FALSE,,1.1,0.82,17,-0.33
MPLADS-02111,RADHAKRISHNA,Karnataka,GULBARGA(SC),Other Public Facilities,Zila Parishad,841000,888000,709700,3,10-12-2023,18-03-2024,29-02-2024,Completed,TRUE,TRUE,FALSE,,1.06,0.8,-18,0.82
MPLADS-02112,RADHAKRISHNA,Karnataka,GULBARGA(SC),Other Public Facilities,Cooperative Society,531000,521000,485100,3,20-07-2024,21-12-2024,,Not Started,TRUE,TRUE,TRUE,ghost_project,0.98,0.93,162,-0.64
MPLADS-02113,RADHAKRISHNA,Karnataka,GULBARGA(SC),Drinking Water Facility,District PWD,699000,702000,155900,0,06-12-2024,26-08-2025,,In Progress,TRUE,FALSE,TRUE,no_mp_recommendation,1,0.22,0,0.27
MPLADS-02114,RADHAKRISHNA,Karnataka,GULBARGA(SC),Other Public Facilities,State Rural Dev Agency,546000,512000,0,0,31-03-2023,08-10-2023,,Not Started,TRUE,TRUE,FALSE,,0.94,0,602,-0.67
MPLADS-02115,RADHAKRISHNA,Karnataka,GULBARGA(SC),Other Public Facilities,State Rural Dev Agency,808000,735000,583600,2,26-02-2024,01-08-2024,28-07-2024,Completed,TRUE,TRUE,FALSE,,0.91,0.79,-4,0.21
MPLADS-02116,RADHE SHYAM RATHIYA,Chhattisgarh,RAIGARH(ST),"Railways, Roads, Pathways & Bridges",Cooperative Society,533000,605000,490900,3,13-04-2023,01-09-2023,,In Progress,TRUE,FALSE,TRUE,no_mp_recommendation,1.14,0.81,639,0.26
MPLADS-02117,RADHE SHYAM RATHIYA,Chhattisgarh,RAIGARH(ST),Other Public Facilities,State Rural Dev Agency,615000,606000,0,0,24-10-2023,27-04-2024,,Not Started,TRUE,TRUE,FALSE,,0.99,0,400,0.97
MPLADS-02118,RADHE SHYAM RATHIYA,Chhattisgarh,RAIGARH(ST),Education,Municipal Corporation,313000,339000,300600,2,26-01-2024,17-11-2024,26-12-2024,Completed,TRUE,TRUE,FALSE,,1.08,0.89,39,-1.4
MPLADS-02119,RADHE SHYAM RATHIYA,Chhattisgarh,RAIGARH(ST),Sanitation & Public Health,Cooperative Society,425000,384000,329000,1,20-04-2024,20-12-2024,10-12-2024,Completed,TRUE,TRUE,FALSE,,0.9,0.86,-10,-0.71
MPLADS-02120,RADHE SHYAM RATHIYA,Chhattisgarh,RAIGARH(ST),Others,Municipal Corporation,473000,542000,454700,2,10-02-2024,25-05-2024,20-06-2024,Completed,TRUE,TRUE,FALSE,,1.15,0.84,26,0.21
MPLADS-02121,RADHE SHYAM RATHIYA,Chhattisgarh,RAIGARH(ST),Other Public Facilities,Gram Panchayat,425000,410000,0,0,02-10-2023,22-08-2024,,Not Started,TRUE,TRUE,FALSE,,0.96,0,283,-0.98
MPLADS-02122,RADHE SHYAM RATHIYA,Chhattisgarh,RAIGARH(ST),"Railways, Roads, Pathways & Bridges",District PWD,434000,462000,395600,3,20-11-2024,28-04-2025,12-05-2025,Completed,TRUE,TRUE,FALSE,,1.06,0.86,14,-0.34
MPLADS-02123,RADHE SHYAM RATHIYA,Chhattisgarh,RAIGARH(ST),Education,Cooperative Society,444000,409000,334900,2,27-01-2023,21-06-2023,14-06-2023,Completed,TRUE,TRUE,FALSE,,0.92,0.82,-7,-0.61
MPLADS-02124,RADHE SHYAM RATHIYA,Chhattisgarh,RAIGARH(ST),Sanitation & Public Health,Gram Panchayat,609000,559000,505300,2,06-09-2024,18-05-2025,09-06-2025,Completed,TRUE,TRUE,FALSE,,0.92,0.9,22,1.45
MPLADS-02125,RADHE SHYAM RATHIYA,Chhattisgarh,RAIGARH(ST),"Railways, Roads, Pathways & Bridges",Gram Panchayat,522000,515000,319300,1,05-09-2023,08-12-2023,,In Progress,TRUE,TRUE,FALSE,,0.99,0.62,541,-0.11
MPLADS-02126,RAHUL GANDHI,Uttar Pradesh,RAE BARELI,Others,Cooperative Society,366000,402000,0,0,22-02-2023,18-09-2023,,Not Started,TRUE,TRUE,FALSE,,1.1,0,622,0.56
MPLADS-02127,RAHUL GANDHI,Uttar Pradesh,RAE BARELI,Others,State Rural Dev Agency,438000,420000,161400,1,04-02-2024,27-06-2024,,Stalled,TRUE,TRUE,FALSE,,0.96,0.38,339,0.79
MPLADS-02128,RAHUL GANDHI,Uttar Pradesh,RAE BARELI,Other Public Facilities,State Rural Dev Agency,395000,432000,367000,4,12-06-2023,12-02-2024,24-02-2024,Completed,TRUE,TRUE,FALSE,,1.09,0.85,12,0.26
MPLADS-02129,RAHUL GANDHI,Uttar Pradesh,RAE BARELI,Other Public Facilities,Cooperative Society,399000,394000,177700,1,02-05-2023,31-01-2024,,In Progress,TRUE,TRUE,FALSE,,0.99,0.45,487,0.04
MPLADS-02130,RAHUL GANDHI,Uttar Pradesh,RAE BARELI,Sanitation & Public Health,District PWD,389000,376000,0,0,24-09-2023,04-06-2024,,Not Started,TRUE,TRUE,FALSE,,0.97,0,362,0.57
MPLADS-02131,RAHUL GANDHI,Uttar Pradesh,RAE BARELI,Other Public Facilities,Zila Parishad,298000,322000,260500,2,06-04-2023,11-02-2024,11-02-2024,Completed,FALSE,TRUE,FALSE,,1.08,0.81,0,-0.37
MPLADS-02132,RAHUL GANDHI,Uttar Pradesh,RAE BARELI,Other Public Facilities,State Rural Dev Agency,392000,422000,147500,0,29-01-2023,02-11-2023,,In Progress,TRUE,TRUE,FALSE,,1.08,0.35,577,0.21
MPLADS-02133,Rahul Kaswan,Rajasthan,CHURU,"Railways, Roads, Pathways & Bridges",Cooperative Society,422000,463000,357300,3,27-01-2024,16-05-2024,14-07-2024,Completed,TRUE,TRUE,FALSE,,1.1,0.77,59,-0.73
MPLADS-02134,Rahul Kaswan,Rajasthan,CHURU,Other Public Facilities,Zila Parishad,515000,550000,0,0,08-10-2024,17-01-2025,,Not Started,TRUE,FALSE,TRUE,no_mp_recommendation,1.07,0,135,-0.57
MPLADS-02135,Rahul Kaswan,Rajasthan,CHURU,"Railways, Roads, Pathways & Bridges",Gram Panchayat,701000,670000,587300,2,01-11-2023,17-02-2024,06-03-2024,Completed,TRUE,TRUE,FALSE,,0.96,0.88,18,-0.09
MPLADS-02136,Rahul Kaswan,Rajasthan,CHURU,Education,Cooperative Society,648000,629000,203900,1,24-09-2023,04-04-2024,,In Progress,TRUE,TRUE,FALSE,,0.97,0.32,423,0.37
MPLADS-02137,Rahul Kaswan,Rajasthan,CHURU,"Railways, Roads, Pathways & Bridges",Gram Panchayat,447000,439000,49600,0,24-01-2023,18-08-2023,,In Progress,TRUE,TRUE,FALSE,,0.98,0.11,653,-0.8
MPLADS-02138,Rahul Kaswan,Rajasthan,CHURU,"Railways, Roads, Pathways & Bridges",Zila Parishad,592000,589000,522100,3,02-09-2024,28-05-2025,24-07-2025,Completed,TRUE,TRUE,FALSE,,0.99,0.89,57,-0.34
MPLADS-02139,Rahul Kaswan,Rajasthan,CHURU,Others,Zila Parishad,538000,488000,399300,2,06-04-2023,19-08-2023,30-08-2023,Completed,TRUE,TRUE,FALSE,,0.91,0.82,11,-1.29
MPLADS-02140,Rahul Kaswan,Rajasthan,CHURU,Education,Gram Panchayat,464000,452000,377700,3,05-02-2024,03-01-2025,07-01-2025,Completed,TRUE,TRUE,FALSE,,0.97,0.84,4,-1.02
MPLADS-02141,RAHUL SINGH LODHI,Madhya Pradesh,DAMOH,"Railways, Roads, Pathways & Bridges",Municipal Corporation,402000,406000,347800,2,02-10-2024,20-06-2025,09-07-2025,Completed,TRUE,TRUE,FALSE,,1.01,0.86,19,1.04
MPLADS-02142,RAHUL SINGH LODHI,Madhya Pradesh,DAMOH,Others,District PWD,368000,1206000,1109100,1,10-10-2024,25-02-2025,,Stalled,TRUE,TRUE,TRUE,cost_overrun,3.28,0.92,96,4.47
MPLADS-02143,RAHUL SINGH LODHI,Madhya Pradesh,DAMOH,Other Public Facilities,District PWD,331000,344000,273300,1,02-07-2023,21-03-2024,,In Progress,TRUE,TRUE,FALSE,,1.04,0.79,437,-0.04
MPLADS-02144,RAHUL SINGH LODHI,Madhya Pradesh,DAMOH,Others,State Rural Dev Agency,374000,396000,77000,0,18-12-2023,11-06-2024,,Stalled,TRUE,TRUE,FALSE,,1.06,0.19,355,0.2
MPLADS-02145,RAHUL SINGH LODHI,Madhya Pradesh,DAMOH,Education,Zila Parishad,355000,376000,349200,3,06-01-2023,20-07-2023,18-08-2023,Completed,TRUE,TRUE,FALSE,,1.06,0.93,29,0.51
MPLADS-02146,RAHUL SINGH LODHI,Madhya Pradesh,DAMOH,Other Public Facilities,Zila Parishad,324000,1198000,1061400,1,12-09-2024,26-12-2024,14-01-2025,Completed,FALSE,TRUE,TRUE,cost_overrun,3.7,0.89,19,6.26
MPLADS-02147,RAJ BHUSHAN CHOUDHARY,Bihar,MUZAFFARPUR,Sanitation & Public Health,Municipal Corporation,757000,800000,0,0,10-08-2023,08-11-2023,,Not Started,TRUE,TRUE,FALSE,,1.06,0,571,1.41
MPLADS-02148,RAJ BHUSHAN CHOUDHARY,Bihar,MUZAFFARPUR,Other Public Facilities,Municipal Corporation,629000,708000,564900,2,22-05-2023,25-04-2024,16-05-2024,Completed,TRUE,TRUE,FALSE,,1.13,0.8,21,0.2
MPLADS-02149,RAJ BHUSHAN CHOUDHARY,Bihar,MUZAFFARPUR,Others,State Rural Dev Agency,727000,674000,264100,1,08-10-2023,01-10-2024,,In Progress,TRUE,TRUE,FALSE,,0.93,0.39,243,0.58
MPLADS-02150,RAJ BHUSHAN CHOUDHARY,Bihar,MUZAFFARPUR,Other Public Facilities,State Rural Dev Agency,437000,448000,403600,2,29-10-2024,07-08-2025,30-08-2025,Completed,TRUE,TRUE,FALSE,,1.03,0.9,23,-1.06
MPLADS-02151,RAJ BHUSHAN CHOUDHARY,Bihar,MUZAFFARPUR,Other Public Facilities,Cooperative Society,485000,469000,159000,1,14-02-2024,25-05-2024,,Stalled,TRUE,TRUE,FALSE,,0.97,0.34,372,-0.96
MPLADS-02152,RAJ BHUSHAN CHOUDHARY,Bihar,MUZAFFARPUR,Education,State Rural Dev Agency,752000,800000,192300,0,15-10-2023,12-05-2024,,Stalled,TRUE,TRUE,FALSE,,1.06,0.24,385,1.15
MPLADS-02153,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),Sanitation & Public Health,Gram Panchayat,556000,573000,491400,3,16-11-2023,17-04-2024,01-04-2024,Completed,TRUE,TRUE,FALSE,,1.03,0.86,-16,-0.28
MPLADS-02154,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),Education,State Rural Dev Agency,488000,479000,437600,2,01-04-2024,13-07-2024,07-09-2024,Completed,TRUE,TRUE,FALSE,,0.98,0.91,56,-0.81
MPLADS-02155,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),Others,Municipal Corporation,613000,640000,312400,2,21-04-2023,02-12-2023,,In Progress,TRUE,TRUE,FALSE,,1.04,0.49,547,-0.1
MPLADS-02156,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),Other Public Facilities,State Rural Dev Agency,526000,493000,0,0,09-10-2024,22-06-2025,,Not Started,TRUE,TRUE,FALSE,,0.94,0,0,-1
MPLADS-02157,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),"Railways, Roads, Pathways & Bridges",Cooperative Society,577000,594000,554100,3,17-09-2023,30-07-2024,,Not Started,TRUE,TRUE,TRUE,ghost_project,1.03,0.93,306,-0.32
MPLADS-02158,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),Other Public Facilities,Municipal Corporation,533000,592000,485100,4,27-06-2024,07-02-2025,26-02-2025,Completed,FALSE,TRUE,FALSE,,1.11,0.82,19,-0.24
MPLADS-02159,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),Others,Cooperative Society,561000,525000,0,0,15-03-2024,10-09-2024,,Not Started,TRUE,TRUE,FALSE,,0.94,0,264,-1
MPLADS-02160,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),"Railways, Roads, Pathways & Bridges",Municipal Corporation,577000,655000,553000,2,16-01-2024,10-12-2024,30-12-2024,Completed,TRUE,TRUE,FALSE,,1.14,0.84,20,-0.13
MPLADS-02161,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),"Railways, Roads, Pathways & Bridges",Municipal Corporation,725000,679000,577700,2,05-12-2024,29-10-2025,29-11-2025,Completed,TRUE,TRUE,FALSE,,0.94,0.85,31,-0.06
MPLADS-02162,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),"Railways, Roads, Pathways & Bridges",State Rural Dev Agency,673000,757000,448700,1,27-08-2023,09-06-2024,,In Progress,TRUE,TRUE,FALSE,,1.12,0.59,357,0.18
MPLADS-02163,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),Others,Cooperative Society,723000,762000,580000,2,11-08-2023,04-03-2024,02-04-2024,Completed,TRUE,TRUE,FALSE,,1.05,0.76,29,0.86
MPLADS-02164,RAJA RAM SINGH,Bihar,KARAKAT,Others,Gram Panchayat,529000,508000,390300,2,18-03-2023,05-09-2023,,In Progress,TRUE,TRUE,FALSE,,0.96,0.77,635,-0.84
MPLADS-02165,RAJA RAM SINGH,Bihar,KARAKAT,Other Public Facilities,Gram Panchayat,549000,601000,0,0,22-11-2023,08-04-2024,,Not Started,TRUE,TRUE,TRUE,duplicate_work,1.09,0,419,-0.32
MPLADS-02166,RAJA RAM SINGH,Bihar,KARAKAT,Other Public Facilities,Gram Panchayat,702000,716000,690000,4,25-05-2024,22-02-2025,09-02-2025,Completed,TRUE,TRUE,FALSE,,1.02,0.96,-13,0.24
MPLADS-02167,RAJA RAM SINGH,Bihar,KARAKAT,"Railways, Roads, Pathways & Bridges",District PWD,479000,500000,291200,2,25-06-2023,13-04-2024,,In Progress,TRUE,TRUE,FALSE,,1.04,0.58,414,-0.57
MPLADS-02168,RAJABHAU,Maharashtra,NASHIK,Education,District PWD,502000,499000,432600,3,19-10-2023,05-07-2024,15-08-2024,Completed,TRUE,TRUE,FALSE,,0.99,0.87,41,-0.51
MPLADS-02169,RAJABHAU,Maharashtra,NASHIK,Other Public Facilities,State Rural Dev Agency,394000,359000,294200,2,17-04-2024,18-02-2025,12-03-2025,Completed,TRUE,TRUE,FALSE,,0.91,0.82,22,-1.06
MPLADS-02170,RAJABHAU,Maharashtra,NASHIK,Other Public Facilities,District PWD,710000,802000,686000,3,24-06-2024,06-02-2025,01-03-2025,Completed,TRUE,TRUE,FALSE,,1.13,0.86,23,0.81
MPLADS-02171,RAJABHAU,Maharashtra,NASHIK,Sanitation & Public Health,Gram Panchayat,579000,652000,320300,1,01-03-2024,02-01-2025,,In Progress,TRUE,TRUE,FALSE,,1.13,0.49,150,0.35
MPLADS-02172,RAJABHAU,Maharashtra,NASHIK,Other Public Facilities,Gram Panchayat,424000,1324000,1222700,2,23-03-2023,10-08-2023,,In Progress,TRUE,TRUE,TRUE,cost_overrun,3.12,0.92,661,3.01
MPLADS-02173,RAJABHAU,Maharashtra,NASHIK,Other Public Facilities,District PWD,455000,463000,462700,3,02-11-2023,05-08-2024,,Not Started,TRUE,TRUE,TRUE,ghost_project,1.02,1,300,-0.62
MPLADS-02174,RAJABHAU,Maharashtra,NASHIK,Sanitation & Public Health,District PWD,575000,526000,233600,1,18-01-2024,26-12-2024,,Stalled,TRUE,TRUE,FALSE,,0.91,0.44,157,-0.49
MPLADS-02175,RAJABHAU,Maharashtra,NASHIK,Sanitation & Public Health,Gram Panchayat,688000,656000,570100,3,23-05-2023,13-01-2024,13-01-2024,Completed,TRUE,TRUE,FALSE,,0.95,0.87,0,0.38
MPLADS-02176,RAJEEV BHARDWAJ,Himachal Pradesh,KANGRA,"Railways, Roads, Pathways & Bridges",Municipal Corporation,420000,430000,398500,3,20-08-2023,27-04-2024,06-05-2024,Completed,TRUE,TRUE,FALSE,,1.02,0.93,9,0.3
MPLADS-02177,RAJEEV BHARDWAJ,Himachal Pradesh,KANGRA,Others,Municipal Corporation,548000,573000,61400,0,04-07-2024,13-10-2024,,Stalled,TRUE,TRUE,FALSE,,1.05,0.11,231,1.43
MPLADS-02178,RAJEEV BHARDWAJ,Himachal Pradesh,KANGRA,"Railways, Roads, Pathways & Bridges",Municipal Corporation,293000,330000,273500,3,14-02-2023,10-10-2023,14-11-2023,Completed,TRUE,TRUE,FALSE,,1.13,0.83,35,-1.08
MPLADS-02179,RAJEEV BHARDWAJ,Himachal Pradesh,KANGRA,Other Public Facilities,Zila Parishad,527000,602000,257000,1,05-12-2024,03-07-2025,,In Progress,TRUE,TRUE,TRUE,duplicate_work,1.14,0.43,0,1.15
MPLADS-02180,RAJEEV BHARDWAJ,Himachal Pradesh,KANGRA,Others,Zila Parishad,385000,403000,130100,0,22-05-2023,23-08-2023,,In Progress,TRUE,TRUE,FALSE,,1.05,0.32,648,-0.09
MPLADS-02181,RAJEEV BHARDWAJ,Himachal Pradesh,KANGRA,"Railways, Roads, Pathways & Bridges",Gram Panchayat,426000,470000,0,0,21-08-2024,14-01-2025,,Not Started,TRUE,TRUE,FALSE,,1.1,0,138,0.85
MPLADS-02182,RAJEEV BHARDWAJ,Himachal Pradesh,KANGRA,"Railways, Roads, Pathways & Bridges",Cooperative Society,314000,323000,310000,2,15-11-2024,06-03-2025,01-04-2025,Completed,TRUE,TRUE,FALSE,,1.03,0.96,26,-1.18
MPLADS-02183,RAJEEV BHARDWAJ,Himachal Pradesh,KANGRA,Other Public Facilities,Zila Parishad,515000,556000,176900,1,16-05-2024,19-09-2024,,Stalled,TRUE,TRUE,FALSE,,1.08,0.32,255,0.73
MPLADS-02184,RAJEEV BHARDWAJ,Himachal Pradesh,KANGRA,Other Public Facilities,State Rural Dev Agency,291000,324000,284300,3,05-04-2023,09-03-2024,26-04-2024,Completed,TRUE,TRUE,FALSE,,1.11,0.88,48,-1.38
MPLADS-02185,RAJEEV BHARDWAJ,Himachal Pradesh,KANGRA,Other Public Facilities,District PWD,506000,539000,272100,1,06-09-2023,04-03-2024,,In Progress,TRUE,TRUE,FALSE,,1.07,0.5,454,0.58
